Position,Vol.Wat.Content[%],WC-95%Conf.Int.
4A,11.9663674582735,1.65616343854646
4B,11.5365493553931,1.71841731662997
4C,11.8622022073455,1.58779199120339
4D,12.8057981494081,3.04955350308065
4E,11.0631590522713,1.84522366648842
4F,17.7381785691288,3.63747000154886
4G,11.1698741043291,6.14823599609731
4H,14.4248869902634,7.8065593062524
4I,22.8095865251428,8.52944172594407
4J,7.46968883885789,2.15859113949935
4K,16.8260082151189,4.8439253696201
4L,17.77896933153,11.9793707462939
4M,12.0137129555091,4.24342750085332
4N,10.5098093772254,3.21551910877672
4O,12.1576824541288,2.76732827514049
4P,10.8240172087973,1.97238189202451
4Q,14.575410906777,3.77263457019911
4R,11.7465170793454,1.48141411960224
4S,15.2724459252699,2.4519147036042
