Position,Vol.Wat.Content[%],WC-95%Conf.Int.
4A,9.92773018910722,1.42103335500122
4B,11.5775920742904,1.44234157724347
4C,9.31606942230145,1.11188751937081
4D,11.5900610168451,1.1819782626482
4E,10.3232725673585,1.12030998820662
4F,11.6627642236453,1.1961372786671
4G,11.4823265019324,1.18621418827494
4H,12.4345146835475,1.37640983294363
4I,11.3613827355037,1.38627800434081
4J,9.08817099652592,1.32148052392557
4K,10.5369263747701,1.51174129908167
4L,8.2526883954307,2.67490985949063
4M,11.5652916464387,0.522829618695616
4N,9.52397071605387,1.71385829340379
4O,11.2280460740302,2.0112593844704
4P,9.0098219017035,1.5320885666688
4Q,13.0558486432942,2.46425711841891
4R,11.7481670924695,1.36511434942129
4S,12.5471390156357,1.21404356356693
