Date,Vol.Wat.Content[%],WC-Conf.Int.95%,T2[ms],T2-Conf.Int.95%
06-Okt-2021 09:35:30,11.7095369021749,0.686254816106822,0.667363367048101,0.0494139314079897
25-Mrz-2022 10:57:08,8.5093422098135,1.52169349213518,0.470022283127565,0.0944936672705871
05-Mai-2022 04:53:32,10.2328685783173,0.475175314011714,0.518802117994908,0.0289423845673636
09-Mai-2022 11:45:05,10.0142064371179,0.500315847555081,0.512512467660229,0.0306990997904339
19-Mai-2022 22:51:32,10.3108238099494,0.497112242386514,0.520222342800553,0.0301455355299197
25-Mai-2022 02:49:19,10.6602801269588,0.468412275551478,0.528197366851294,0.0279651810476976
24-Jun-2022 13:47:03,10.4623979325548,0.42415589915073,0.560037405984623,0.0276166351221169
27-Jun-2022 12:56:56,10.6106447940486,0.518586886848727,0.551903180060548,0.0327333315569879
04-Jul-2022 11:50:41,10.7399731201008,0.49272408126446,0.547325715489501,0.0304308826298924
19-Jul-2022 01:58:22,10.9050977599171,0.447054759786649,0.562084368979467,0.0280442161401138
10-Aug-2022 02:08:09,10.9638137604763,0.510821352452567,0.558313923394047,0.0316251613210391
15-Aug-2022 11:21:48,10.6356669077174,0.400502905204703,0.580037157964733,0.0267150059296778
22-Aug-2022 12:10:08,11.151672208046,0.423887104804674,0.5608459315055,0.0259365741166508
29-Aug-2022 13:22:59,10.9717005832976,0.422022263763072,0.580960102107644,0.0273384654836341
05-Sep-2022 10:41:00,10.7727724663209,0.414717443476406,0.595360023979082,0.0281465489274782
12-Sep-2022 11:42:10,10.8616319862803,0.51557243703784,0.571941000145064,0.0331319952440006
19-Sep-2022 09:59:17,10.7819938392037,0.427220085714395,0.590902898292901,0.0287199056963785
26-Sep-2022 15:03:09,11.0354476678923,0.391062610343698,0.557082618178035,0.0239922176367262
03-Okt-2022 13:52:54,11.1679790445813,0.498094411641291,0.568771415776705,0.0309312034300345
10-Okt-2022 10:10:55,11.06371066707,0.372796339240332,0.578025764657217,0.023808968804064
18-Okt-2022 12:58:06,10.9657385072288,0.459586883885441,0.58801530757033,0.0302066086172311
21-Okt-2022 13:51:20,12.2289643335788,0.64254840045955,0.53178485206547,0.0339890350180637
24-Okt-2022 12:03:21,11.1682601156402,0.494299869579432,0.604727771789315,0.0329484009168214
27-Okt-2022 20:06:54,11.3688007650409,0.493559780705548,0.586880690980121,0.031219647294979
28-Okt-2022 22:43:27,11.2894573044251,0.407819225890033,0.590496785692856,0.0261625511823654
31-Okt-2022 23:05:40,11.459118138043,0.357812154409849,0.573982701829343,0.0218850480520875
05-Nov-2022 15:06:30,11.1285445454183,0.328202047679996,0.603065634904286,0.0218852916232493
06-Nov-2022 13:59:26,11.5184655942007,0.412913945167597,0.5829153145231,0.0255778830298828
14-Nov-2022 15:17:24,11.5615030729439,0.425146125202059,0.5715657722225,0.0256476211220313
21-Nov-2022 12:27:49,11.0306365480754,0.419725175835986,0.605689750991462,0.0283785817723416
28-Nov-2022 13:50:28,11.0270524670747,0.434116740798438,0.589727543124658,0.0284694092769113
05-Dez-2022 11:13:13,11.0902378208188,0.522859501570456,0.566613591977074,0.0325531351368181
12-Dez-2022 16:07:47,11.0138847549373,0.432506048548194,0.56537907235133,0.0270460292957162
19-Dez-2022 13:39:21,10.8506558458844,0.458094988290434,0.555483825622966,0.0284883112367201
26-Dez-2022 08:44:10,10.6141372579869,0.42026011440005,0.556425256462438,0.0267702949986802
02-Jan-2023 11:44:39,10.618089077429,0.400023847299174,0.558935505272469,0.0256050061392197
09-Jan-2023 10:56:00,10.5329237630737,0.490841412762772,0.558762998278405,0.0316608281713038
16-Jan-2023 12:28:54,10.8776116724677,0.4810584652463,0.531136507469302,0.0283287049922645
23-Jan-2023 09:42:56,10.2345835798649,0.440468289383439,0.563458397040664,0.0295246541849601
30-Jan-2023 18:47:14,10.2432575600722,0.440341742228716,0.55031039030555,0.0286950010398246
06-Feb-2023 14:13:26,10.1425866448974,0.425826777607776,0.54482767386869,0.0277007870949883
13-Feb-2023 14:05:06,10.1610219675705,0.472893368149777,0.540068066716862,0.0303954169507967
22-Feb-2023 03:46:11,10.3485800060467,0.474073121743387,0.536908468189136,0.0297156771138521
24-Feb-2023 10:20:30,10.9556332312711,0.965259598675095,0.484121828442696,0.0508867655062243
27-Feb-2023 14:27:27,9.68491569549561,0.486632850702903,0.518019503878931,0.0312621574236258
06-Mrz-2023 09:36:16,9.47463366036163,0.384746805547396,0.533241557401487,0.0261320342477565
13-Mrz-2023 12:28:58,9.18410009396211,0.413050041210739,0.546543571889971,0.0297823659076959
20-Mrz-2023 11:59:05,9.60009729201316,0.4144625051105,0.5377902929673,0.0280581493625184
27-Mrz-2023 12:01:07,9.53293447374092,0.478495507704652,0.52679341037549,0.0318466408634313
04-Apr-2023 00:13:50,9.63446987062281,0.429977146708273,0.540547723043425,0.0291774761701174
11-Apr-2023 12:57:28,9.54778919292577,0.429901997906761,0.534623047490739,0.0290625681543845
24-Apr-2023 12:39:33,9.99618425388286,0.439905057556156,0.51997604151109,0.0275008981624913
01-Mai-2023 14:36:56,10.1361497536511,0.441256031459538,0.521817937006112,0.0273167860516529
08-Mai-2023 12:43:00,10.2218361307401,0.414380081374022,0.532521516295432,0.0260464205932264
15-Mai-2023 12:38:53,10.3194394381922,0.466530254333639,0.540479032991294,0.0295521962948681
22-Mai-2023 12:50:23,10.5486142895485,0.484946172438734,0.537767870813779,0.0298762777742809
01-Jun-2023 10:57:38,11.6028913049245,0.52542877252496,0.52296528627653,0.0284885925471664
05-Jun-2023 11:53:53,10.179091956164,0.436876608720326,0.56555911747181,0.0295707086281484
12-Jun-2023 11:12:43,10.5325937872071,0.442714717098271,0.546012958008197,0.027803029023261
19-Jun-2023 13:52:34,9.71397383735137,0.436406964770559,0.590155339141211,0.032515465590691
26-Jun-2023 12:09:43,10.1747593334386,0.434235793687486,0.58035298740462,0.0302962699199975
10-Jul-2023 11:19:53,9.89249981483771,0.401371365071693,0.598169896389623,0.0298264998850863
17-Jul-2023 12:58:33,10.7895164418055,0.446168903369764,0.575958068240854,0.0290982584069776
24-Jul-2023 12:53:21,10.7541371614011,0.46353128447628,0.552514924503904,0.0289049307702595
04-Sep-2023 10:50:19,11.5865718897129,0.423098261777555,0.577092815402315,0.0257539992689654
18-Sep-2023 11:16:34,11.2037422781252,0.424351828673621,0.601692317897743,0.0280329800716927
25-Sep-2023 12:12:50,11.2939852065462,0.444748774559366,0.592223462960745,0.0286165977754393
04-Okt-2023 00:12:37,10.5963631628224,0.41270014912621,0.610809697323015,0.0293307733808508
16-Okt-2023 12:49:26,10.8421350958874,0.413983008803421,0.599619897619023,0.0281477612575926
23-Okt-2023 10:53:43,10.3727245677706,0.370141087609127,0.623160830295831,0.0275012368866645
10-Nov-2023 23:00:16,10.8476648494335,0.394411450269662,0.577000175192268,0.0256384055239685
13-Nov-2023 12:41:21,10.9041454444578,0.415065667933405,0.578663322340386,0.0269307598050533
20-Nov-2023 03:18:34,10.689808577997,0.391342735826144,0.580044707212187,0.0259721687299053
24-Nov-2023 05:12:09,11.4371149168664,0.463325921730937,0.561920319805422,0.0277035489124682
28-Nov-2023 01:32:32,11.4732324743135,0.431722197858383,0.56062177000018,0.0256637337269384
04-Dez-2023 09:56:58,11.3711977529067,0.451927095735602,0.549085788087617,0.0264602630856903
11-Dez-2023 15:47:32,11.2403092914128,0.495616168242512,0.536427960169029,0.028571712611907
18-Dez-2023 10:39:48,10.9384045331825,0.406084087922971,0.56746836095501,0.0256784384081111
19-Dez-2023 03:10:08,10.7422801579119,0.437005442889502,0.582149890235008,0.0289821331192946
