Position,Vol.Wat.Content[%],WC-95%Conf.Int.
4A,10.8030355521522,3.09021393413356
4B,9.97652304217127,1.68455018627311
4C,7.41470508165211,1.62320001331347
4D,9.31894668934752,1.56705010282557
4E,9.96104570656381,1.32383221438915
4F,12.5717860801303,3.27748392098537
4G,9.7437572327752,1.95492193848487
4H,11.3654895437787,2.13099804870542
4I,13.3401130703573,3.49714990505647
4J,8.51176394722421,1.56607581769175
4K,13.0961950638706,3.47909557268254
4L,8.75735991323227,3.90913535859961
4M,5.51741337675826,2.56028800658063
4N,8.48046619745208,3.27174463295075
4O,11.2091080967903,1.69163569559463
4P,8.84866050021364,1.67417742672594
4Q,10.7449710339549,1.3256402863947
4R,10.3227739460138,1.42572730082387
4S,10.7276150193641,1.61007208543342
