Position,Vol.Wat.Content[%],WC-95%Conf.Int.
4A,12.4846229006328,0.808744835808503
4B,12.4920917497349,0.731721751790554
4C,13.7067612094948,1.21229992597625
4D,13.4079257942146,0.721095282473094
4E,12.5908345190354,0.737913377203186
4F,15.4401276636006,0.712420926410629
4G,14.669219839247,0.567450235371402
4H,14.5190444059403,1.47588095210997
4I,13.068502200482,1.15079316770851
4J,12.7462902857209,1.18933793831535
4K,16.1959148068617,0.706143062665933
4L,14.0005140325816,1.06611197083264
4M,15.0536196118218,1.08504401462845
4N,10.9386445198271,0.781539498607396
4O,12.4441715727867,0.735356709292643
4P,11.3827495940372,2.09524315882543
4Q,14.9790742137904,1.11800061532365
4R,12.5097634409254,1.4483295922173
4S,15.719409588545,1.41471157466879
