Position,Vol.Wat.Content[%],WC-95%Conf.Int.
4A,10.600600596574,3.00247278523928
4B,10.9951364249252,0.743072823287428
4C,10.8024094562935,1.19181094702835
4D,11.2472735830468,1.552636654221
4E,10.4510567179004,1.5920481075253
4F,11.7207219310575,0.97717824797483
4G,9.97881365564205,1.00143545093246
4H,9.43129997903797,1.30220349912531
4I,11.5689262190834,1.65765092583431
4J,6.40271401739771,0.882164249398712
4K,11.3491022768336,1.64932897823316
4L,9.39198081337918,1.76824715371844
4M,10.2535865585655,1.09647863758727
4N,5.00754126428474,0.890852490714151
4O,9.53549611642799,4.63606570082387
4P,6.6779343229222,1.81041424010884
4Q,9.68321292783077,1.7088880714917
4R,2.76612697583096,0.657078394644365
4S,11.4595679301808,0.455848528391398
