Position,Vol.Wat.Content[%],WC-95%Conf.Int.
3A,15.1532801081207,0.966220282246008
3AB1,13.527325734747,0.56321160734167
3AB2,14.974139053899,0.768578894388218
3B,14.7934676286539,0.469532633412994
3C,16.0440944962229,0.811499633664871
3D,15.4768465233507,0.724734148593234
3E,12.8734831849809,0.445721383319048
3F,15.3821308418528,0.984180228481493
3G,15.6355774196459,1.37218150100774
3H,16.9360127667159,1.79341732602784
3I,11.0935440343713,1.27638983498444
3J,12.6908326293525,0.785219539004401
3K,13.1987175701427,1.37259670546212
3L,13.3756422966737,0.581841741031812
3M,13.9780876931843,1.00752650856144
3N,15.1636352542696,0.578503190394266
