Position,Vol.Wat.Content[%],WC-95%Conf.Int.
4A,12.4420042700583,0.934378569160784
4B,12.0793206336852,1.18121228367997
4C,11.4397981151992,0.969136875636459
4D,13.151050054415,1.62441414811091
4E,13.056016492333,0.686004332393614
4F,13.4121316535537,0.955177130016842
4G,14.7712009622158,0.770983022298666
4H,13.1202065782383,0.953103453880075
4I,14.5691701052069,0.92505116592412
4J,6.76254919552257,0.980042787713455
4K,14.1800376566557,0.909226998121015
4L,6.79879874294259,1.37960400858431
4M,11.3502574092924,0.790265779389354
4N,11.1252247937067,0.437028322164554
4O,12.8637564996191,1.41775815801187
4P,11.0983882185314,1.19381953817077
4Q,14.515063226367,0.893063751972143
4R,5.98761910305762,0.690664793808868
4S,7.90880891855968,1.86978365767709
